50.0168	1.264e3
50.0601	5.709e2
50.1025	9.177e2
50.1294	3.800e1
50.1648	1.096e3
50.1927	1.285e2
50.2222	7.648e2
50.2568	3.288e2
50.2969	1.238e3
50.3470	7.686e2
50.3984	1.012e3
50.4425	5.941e2
50.4911	1.081e3
50.5350	5.712e2
50.5766	1.052e3
50.6191	7.975e2
50.6679	1.043e3
50.7160	9.424e2
50.7482	1.382e2
50.7819	8.128e2
50.8131	1.317e2
50.8432	5.872e2
50.8972	1.059e3
50.9397	5.238e2
50.9858	8.551e2
51.0173	5.488e1
51.0482	1.010e3
51.0994	6.504e2
51.1498	9.243e2
51.1785	6.100e1
51.2151	7.968e2
51.2679	7.784e2
51.2966	1.387e2
51.3243	7.729e2
51.3700	7.985e2
51.4146	4.211e2
51.4625	8.057e2
51.5119	6.965e2
51.5484	7.404e1
51.5802	9.714e2
51.6245	4.035e2
51.6652	8.079e2
51.6933	5.935e1
51.7209	7.083e2
51.7739	9.075e2
51.8048	1.807e2
51.8372	8.265e2
51.8714	7.600e1
51.8996	1.030e3
51.9380	3.704e2
51.9782	1.113e3
52.0067	7.595e1
52.0379	6.736e2
52.0665	6.500e1
52.0948	8.972e2
52.1372	5.332e2
52.1861	1.019e3
52.2158	1.414e2
52.2451	9.397e2
52.2727	1.687e1
52.3028	1.041e3
52.3348	1.149e2
52.3685	6.301e2
52.4075	1.001e3
52.4352	7.500e1
52.4655	9.729e2
52.5029	3.247e2
52.5388	1.016e3
52.5676	8.180e1
52.5954	9.336e2
52.6272	1.137e2
52.6625	1.030e3
52.7115	4.076e2
52.7498	8.225e2
52.8117	1.039e3
52.8598	1.041e3
52.8861	3.600e1
52.9120	1.074e3
52.9573	8.830e2
52.9891	8.500e1
53.0182	7.755e2
53.0532	1.935e2
53.0896	7.500e2
53.1382	6.447e2
53.1881	8.216e2
53.2375	6.921e2
53.2740	2.113e2
53.3147	6.661e2
53.3491	7.691e1
53.3811	5.778e2
53.4247	3.715e2
53.4671	8.284e2
53.5083	2.280e2
53.5492	8.629e2
53.5765	2.200e1
53.6022	8.464e2
53.6314	1.330e2
53.6703	7.311e2
53.7147	4.167e2
53.7578	8.915e2
53.7918	2.178e2
53.8286	9.688e2
53.8629	1.548e2
53.8948	4.228e2
53.9427	9.729e2
53.9882	6.684e2
54.0365	1.387e3
54.0857	1.043e3
54.1158	5.800e1
54.1420	8.734e2
54.1884	8.718e2
54.2168	7.500e1
54.2454	6.996e2
54.2986	1.202e3
54.3498	8.787e2
54.3792	1.190e2
54.4114	9.781e2
54.4671	8.571e2
54.5176	7.602e2
54.5618	7.220e2
54.6064	9.775e2
54.6619	8.926e2
54.7088	4.940e2
54.7557	9.496e2
54.7961	5.508e2
54.8444	1.100e3
54.8835	4.336e2
54.9271	9.686e2
54.9566	1.110e2
54.9842	5.841e2
55.0243	9.768e2
55.0646	6.315e2
55.1130	1.237e3
55.1428	2.015e2
55.1744	6.553e2
55.2175	6.772e2
55.2686	1.020e3
55.2995	1.046e2
55.3298	8.812e2
55.3808	9.760e2
55.4106	1.660e2
55.4424	8.409e2
55.4717	3.890e1
55.5045	9.283e2
55.5350	1.765e2
55.5670	9.773e2
55.6061	5.820e2
55.6435	9.644e2
55.6919	6.823e2
55.7369	7.323e2
55.7759	4.784e2
55.8177	1.036e3
55.8673	8.478e2
55.9204	8.955e2
55.9712	1.024e3
56.0173	5.253e2
56.0616	9.002e2
56.1084	8.984e2
56.1581	1.007e3
56.1901	1.799e2
56.2202	1.079e3
56.2646	7.051e2
56.3148	1.201e3
56.3573	5.459e2
56.3937	1.219e3
56.4331	5.517e2
56.4763	1.126e3
56.5261	1.104e3
56.5681	6.602e2
56.6064	1.086e3
56.6437	5.746e2
56.6858	1.311e3
56.7368	1.048e3
56.7688	7.506e1
56.7961	9.360e2
56.8226	1.800e1
56.8493	1.204e3
56.8925	8.557e2
56.9334	5.419e2
56.9761	9.919e2
57.0241	7.415e2
57.0510	2.600e1
57.0774	1.238e3
57.1220	6.435e2
57.1650	1.024e3
57.2140	9.540e2
57.2408	4.374e1
57.2676	9.507e2
57.3188	8.613e2
57.3624	7.037e2
57.3892	3.800e1
57.4174	9.162e2
57.4442	1.800e1
57.4709	9.454e2
57.5224	9.996e2
