50.0147	8.332e1
50.0430	1.549e3
50.0711	4.300e1
50.0981	1.507e3
50.1425	1.844e3
50.1824	1.046e3
50.2246	2.224e3
50.2527	5.879e1
50.2791	1.561e3
50.3283	2.157e3
50.3555	5.800e1
50.3828	2.732e3
50.4232	7.725e2
50.4577	1.933e3
50.5048	1.834e3
50.5546	1.339e3
50.5964	1.776e3
50.6456	1.945e3
50.6838	6.219e2
50.7209	2.916e3
50.7591	7.717e2
50.7992	1.456e3
50.8504	1.941e3
50.8829	4.992e2
50.9148	1.914e3
50.9535	6.491e2
50.9914	1.997e3
51.0418	1.717e3
51.0697	6.773e1
51.0972	1.849e3
51.1282	5.285e2
51.1624	1.829e3
51.1917	1.725e2
51.2203	1.523e3
51.2692	1.520e3
51.3016	9.501e1
51.3308	1.651e3
51.3618	3.098e2
51.3956	1.987e3
51.4448	1.497e3
51.4997	1.643e3
51.5535	1.732e3
51.5827	2.721e2
51.6180	1.427e3
51.6537	6.687e2
51.6897	1.459e3
51.7190	9.500e1
51.7460	1.473e3
51.7801	4.814e2
51.8135	1.569e3
51.8619	1.687e3
51.9079	1.081e3
51.9525	1.800e3
51.9948	8.072e2
52.0322	1.558e3
52.0630	2.553e2
52.0961	1.941e3
52.1353	9.742e2
52.1767	1.746e3
52.2296	1.650e3
52.2679	7.171e2
52.3063	1.708e3
52.3340	6.515e1
52.3615	2.040e3
52.4031	1.056e3
52.4480	1.946e3
52.4886	1.147e3
52.5317	1.867e3
52.5746	7.417e2
52.6187	1.769e3
52.6695	2.091e3
52.7147	1.483e3
52.7624	1.604e3
52.8063	1.047e3
52.8489	1.743e3
52.8992	2.117e3
52.9497	1.792e3
52.9753	4.000e1
53.0012	1.683e3
53.0417	6.833e2
53.0809	2.276e3
53.1366	1.413e3
53.1844	2.400e3
53.2321	1.309e3
53.2801	1.927e3
53.3186	6.630e2
53.3559	1.604e3
53.3975	7.061e2
53.4382	1.720e3
53.4655	1.298e2
53.4924	1.444e3
53.5279	2.998e2
53.5581	1.878e3
53.6062	1.104e3
53.6531	1.792e3
53.6842	3.309e2
53.7173	1.466e3
