50.0184	4.211e2
50.0525	1.080e2
50.0907	3.011e2
50.1330	7.293e2
50.1736	1.549e2
50.2238	6.607e2
50.2660	3.125e2
50.3092	4.670e2
50.3550	4.055e2
50.4003	2.785e2
50.4535	5.920e2
50.4937	2.110e2
50.5403	6.645e2
50.5690	4.571e1
50.5946	6.511e2
50.6419	4.217e2
50.6910	7.739e2
50.7288	3.240e2
50.7690	4.452e2
50.8128	2.150e2
50.8657	3.996e2
50.9017	4.300e1
50.9327	3.989e2
50.9734	4.940e2
51.0066	9.200e1
51.0392	4.393e2
51.0775	3.900e1
51.1158	2.729e2
51.1704	4.831e2
51.2130	4.085e2
51.2606	3.922e2
51.2885	2.200e1
51.3214	1.753e2
51.3594	2.869e2
51.3980	3.583e2
51.4464	1.872e2
51.4799	4.357e1
51.5084	5.028e2
51.5365	5.278e1
51.5653	4.960e2
51.6198	2.866e2
51.6702	4.490e2
51.7020	5.777e1
51.7402	4.924e2
51.7814	4.664e1
51.8095	6.242e2
51.8667	5.774e2
51.9151	2.650e2
51.9720	6.213e2
52.0013	6.300e1
52.0315	4.032e2
52.0861	6.611e2
52.1149	6.700e1
52.1490	5.304e2
52.2070	5.075e2
52.2558	5.156e2
52.3079	3.495e2
52.3587	2.276e2
52.4006	4.770e2
52.4521	2.976e2
52.5073	4.877e2
52.5695	4.982e2
52.6117	2.351e2
52.6560	3.741e2
52.6989	7.979e2
52.7360	1.353e2
52.7743	4.354e2
52.8298	6.283e2
52.8863	4.427e2
52.9397	6.479e2
52.9702	8.155e1
53.0127	4.733e2
53.0606	5.107e2
53.0862	1.800e1
53.1167	2.085e2
53.1666	5.974e2
53.1973	1.360e2
53.2273	2.785e2
53.2630	6.135e1
53.2914	4.166e2
53.3455	5.823e2
53.3972	3.386e2
53.4488	1.440e2
53.4827	3.936e2
53.5253	1.530e2
53.5695	4.105e2
53.6112	9.379e1
53.6553	2.511e2
53.6865	3.500e1
53.7187	2.699e2
53.7596	2.984e2
53.8128	4.606e2
53.8569	4.549e2
53.8938	1.270e2
53.9271	5.036e2
53.9591	4.192e1
53.9885	3.683e2
54.0229	6.500e1
54.0556	5.585e2
54.0828	1.880e1
54.1103	4.944e2
54.1409	1.747e2
54.1768	5.749e2
54.2029	3.582e1
54.2293	2.419e2
54.2747	4.060e2
54.3064	8.044e1
54.3387	6.037e2
54.3731	1.293e2
54.4130	5.200e2
54.4706	5.610e2
54.5145	3.973e2
54.5632	3.687e2
54.6119	5.638e2
54.6492	1.230e2
54.6837	5.577e2
54.7369	2.286e2
54.7840	8.356e2
54.8157	8.300e1
54.8533	3.774e2
54.8826	3.800e1
54.9104	3.060e2
54.9606	8.108e2
54.9997	2.091e2
55.0417	8.127e2
55.0833	2.453e2
55.1242	5.905e2
55.1812	4.586e2
55.2336	2.040e2
55.2692	5.110e2
55.3195	1.117e2
55.3592	3.808e2
55.4101	3.379e2
55.4669	5.076e2
55.5147	3.871e2
55.5471	7.000e1
55.5760	5.048e2
55.6165	2.719e2
55.6621	4.513e2
